ORDER	LATENCY	ABS
1146	1903	3312371
1147	1942	3314313
1148	1982	3316295
1149	1970	3318265
1150	1989	3320254
1151	2116	3322370
1152	2059	3324429
1153	1999	3326428
1154	1949	3328377
1155	2171	3330548
1156	2221	3332769
1157	2138	3334907
1158	2190	3337097
1159	2028	3339125
1160	1972	3341097
1161	1937	3343034
1162	1968	3345002
1163	1966	3346968
1164	1922	3348890
1165	1938	3350828
1166	2130	3352958
1167	2157	3355115
1168	2151	3357266
1169	1999	3359265
1170	1940	3361205
1171	2002	3363207
1172	2242	3365449
1173	2132	3367581
1174	2062	3369643
1175	1982	3371625
1176	1994	3373619
1177	2032	3375651
1178	2056	3377707
1179	2168	3379875
1180	2080	3381955
1181	2173	3384128
1182	1933	3386061
1183	2248	3388309
1184	2100	3390409
1185	2036	3392445
1186	1987	3394432
1187	3038	3397470
1188	2174	3399644
1189	2024	3401668
1190	1946	3403614
1191	2014	3405628
1192	2014	3407642
1193	1942	3409584
1194	1929	3411513
1195	1928	3413441
1196	2008	3415449
1197	2057	3417506
1198	1951	3419457
1199	2254	3421711
1200	2068	3423779
1201	2043	3425822
1202	2215	3428037
1203	3181	3431218
1204	2098	3433316
1205	2117	3435433
1206	3466	3438899
1207	1927	3440826
1208	2069	3442895
1209	2112	3445007
1210	2065	3447072
1211	2020	3449092
1212	2461	3451553
1213	2102	3453655
1214	2071	3455726
1215	1866	3457592
1216	1943	3459535
1217	1803	3461338
1218	1854	3463192
1219	2167	3465359
1220	2118	3467477
1221	2024	3469501
1222	2205	3471706
1223	2111	3473817
1224	2062	3475879
1225	1938	3477817
1226	2006	3479823
1227	1923	3481746
1228	2002	3483748
1229	2061	3485809
1230	2068	3487877
1231	2027	3489904
1232	3792	3493696
1233	2105	3495801
1234	1992	3497793
1235	2029	3499822
1236	2157	3501979
1237	2051	3504030
1238	1947	3505977
1239	2178	3508155
1240	2038	3510193
1241	1933	3512126
1242	1927	3514053
1243	1929	3515982
1244	1868	3517850
1245	2004	3519854
1246	1984	3521838
1247	1836	3523674
1248	1834	3525508
1249	1930	3527438
1250	1996	3529434
1251	2290	3531724
1252	2061	3533785
1253	1945	3535730
1254	2186	3537916
1255	2021	3539937
1256	2228	3542165
1257	2164	3544329
1258	2166	3546495
1259	2169	3548664
1260	2102	3550766
1261	2053	3552819
1262	2008	3554827
1263	2203	3557030
1264	2112	3559142
1265	2261	3561403
1266	2465	3563868
1267	2097	3565965
1268	2086	3568051
1269	2049	3570100
1270	2074	3572174
1271	1902	3574076
1272	2088	3576164
1273	2185	3578349
1274	2076	3580425
1275	2031	3582456
1276	2189	3584645
1277	2003	3586648
1278	2082	3588730
1279	2024	3590754
1280	2113	3592867
1281	2523	3595390
1282	2892	3598282
1283	2483	3600765
1284	3325	3604090
1285	2609	3606699
1286	3306	3610005
1287	2423	3612428
1288	2090	3614518
1289	2154	3616672
1290	2185	3618857
1291	2101	3620958
1292	1995	3622953
1293	1921	3624874
1294	1920	3626794
1295	2054	3628848
1296	1921	3630769
1297	1962	3632731
1298	1893	3634624
1299	2048	3636672
1300	1958	3638630
1301	1918	3640548
1302	1850	3642398
1303	1968	3644366
1304	2116	3646482
1305	2048	3648530
1306	1956	3650486
1307	2079	3652565
1308	2186	3654751
1309	2124	3656875
1310	2056	3658931
1311	2054	3660985
1312	2239	3663224
1313	2079	3665303
1314	2083	3667386
1315	2018	3669404
1316	2055	3671459
1317	1968	3673427
1318	1921	3675348
1319	1996	3677344
1320	1910	3679254
1321	4093	3683347
1322	3798	3687145
1323	2081	3689226
1324	2665	3691891
1325	2256	3694147
1326	2270	3696417
1327	2042	3698459
1328	1981	3700440
1329	2172	3702612
1330	2315	3704927
1331	2106	3707033
1332	2123	3709156
1333	2089	3711245
1334	2175	3713420
1335	2258	3715678
1336	2100	3717778
1337	2132	3719910
1338	2486	3722396
1339	2169	3724565
1340	3820	3728385
1341	13551	3741936
1342	3281	3745217
1343	3759	3748976
1344	3721	3752697
1345	4267	3756964
1346	3896	3760860
1347	3576	3764436
1348	6042	3770478
1349	3363	3773841
1350	3396	3777237
1351	3265	3780502
1352	3346	3783848
1353	3435	3787283
1354	3224	3790507
1355	3231	3793738
1356	3249	3796987
1357	3157	3800144
1358	2313	3802457
1359	3072	3805529
1360	3263	3808792
1361	3323	3812115
1362	3260	3815375
1363	3359	3818734
1364	3237	3821971
1365	3333	3825304
1366	3234	3828538
1367	3234	3831772
1368	3141	3834913
1369	3373	3838286
1370	3264	3841550
1371	3140	3844690
1372	3268	3847958
1373	3311	3851269
1374	3279	3854548
1375	3386	3857934
1376	2518	3860452
1377	3268	3863720
1378	3252	3866972
1379	3297	3870269
1380	3318	3873587
1381	3310	3876897
1382	3422	3880319
1383	3229	3883548
1384	5432	3888980
1385	4193	3893173
1386	3362	3896535
1387	4147	3900682
1388	13265	3913947
1389	3740	3917687
1390	3965	3921652
1391	3536	3925188
1392	3312	3928500
1393	3258	3931758
1394	12394	3944152
1395	3736	3947888
1396	3282	3951170
1397	3660	3954830
1398	3490	3958320
1399	3585	3961905
1400	3605	3965510
1401	16188	3981698
1402	3787	3985485
1403	3210	3988695
1404	3396	3992091
1405	3328	3995419
1406	3209	3998628
1407	2994	4001622
1408	3217	4004839
1409	3140	4007979
1410	3284	4011263
1411	3197	4014460
1412	3299	4017759
1413	3403	4021162
1414	11150	4032312
1415	3730	4036042
1416	3612	4039654
1417	3418	4043072
1418	3230	4046302
1419	3196	4049498
1420	3343	4052841
1421	3391	4056232
1422	3474	4059706
1423	3667	4063373
1424	3520	4066893
1425	3484	4070377
1426	3223	4073600
1427	3476	4077076
1428	2347	4079423
1429	3199	4082622
1430	3239	4085861
1431	3315	4089176
1432	3157	4092333
1433	3319	4095652
1434	3366	4099018
1435	2757	4101775
1436	3222	4104997
1437	3601	4108598
1438	3392	4111990
1439	3500	4115490
1440	3542	4119032
1441	3471	4122503
1442	3447	4125950
1443	3788	4129738
1444	3696	4133434
1445	2321	4135755
1446	2295	4138050
1447	3202	4141252
1448	2093	4143345
1449	2176	4145521
1450	2151	4147672
1451	3311	4150983
1452	2685	4153668
1453	3152	4156820
1454	2139	4158959
1455	3254	4162213
1456	2627	4164840
1457	5684	4170524
1458	2337	4172861
1459	3245	4176106
1460	3223	4179329
1461	2254	4181583
1462	3455	4185038
1463	3404	4188442
1464	2457	4190899
1465	2092	4192991
1466	2191	4195182
1467	2195	4197377
1468	3152	4200529
1469	3350	4203879
1470	2800	4206679
1471	3088	4209767
1472	2235	4212002
1473	2154	4214156
1474	3082	4217238
1475	3022	4220260
1476	3235	4223495
1477	3230	4226725
1478	3583	4230308
1479	2181	4232489
1480	2168	4234657
1481	2266	4236923
1482	2279	4239202
1483	3201	4242403
1484	3175	4245578
1485	2164	4247742
1486	2341	4250083
1487	2469	4252552
1488	3187	4255739
1489	3230	4258969
1490	3239	4262208
1491	3102	4265310
1492	3154	4268464
1493	2297	4270761
1494	2874	4273635
1495	3178	4276813
1496	2215	4279028
1497	3078	4282106
1498	2209	4284315
1499	3008	4287323
1500	3016	4290339
1501	2176	4292515
1502	2094	4294609
1503	2272	4296881
1504	2054	4298935
1505	2170	4301105
1506	2169	4303274
1507	2071	4305345
1508	2126	4307471
1509	2629	4310100
1510	2156	4312256
1511	2078	4314334
1512	2109	4316443
1513	1911	4318354
1514	1956	4320310
1515	2081	4322391
1516	2092	4324483
1517	2122	4326605
1518	2150	4328755
1519	2157	4330912
1520	2723	4333635
1521	2140	4335775
1522	2271	4338046
1523	2324	4340370
1524	2291	4342661
1525	2360	4345021
1526	2599	4347620
1527	2252	4349872
1528	2176	4352048
