ORDER	LATENCY	ABS
994	14141	8551504
995	9368	8560872
996	8883	8569755
997	9007	8578762
998	8034	8586796
999	8948	8595744
1000	9042	8604786
1001	8247	8613033
1002	9263	8622296
1003	8278	8630574
1004	9063	8639637
1005	8644	8648281
1006	7887	8656168
1007	8522	8664690
1008	9114	8673804
1009	8178	8681982
1010	8403	8690385
1011	8063	8698448
1012	8294	8706742
1013	8430	8715172
1014	9649	8724821
1015	8130	8732951
1016	9528	8742479
1017	8424	8750903
1018	8950	8759853
1019	8118	8767971
1020	7925	8775896
1021	9471	8785367
1022	7890	8793257
1023	8497	8801754
1024	8624	8810378
1025	8959	8819337
1026	7557	8826894
1027	7658	8834552
1028	8537	8843089
1029	8282	8851371
1030	8778	8860149
1031	7181	8867330
1032	8941	8876271
1033	8301	8884572
1034	8992	8893564
1035	8066	8901630
1036	10628	8912258
1037	12262	8924520
1038	12822	8937342
1039	8863	8946205
1040	11400	8957605
1041	9373	8966978
1042	10044	8977022
1043	7901	8984923
1044	8858	8993781
1045	7818	9001599
1046	8474	9010073
1047	10118	9020191
1048	7843	9028034
1049	7831	9035865
1050	9963	9045828
1051	9837	9055665
1052	8597	9064262
1053	8564	9072826
1054	7447	9080273
1055	9915	9090188
1056	9323	9099511
1057	9178	9108689
1058	10655	9119344
1059	10847	9130191
1060	10093	9140284
1061	8171	9148455
1062	8584	9157039
1063	7649	9164688
1064	8150	9172838
1065	8120	9180958
1066	8012	9188970
1067	10142	9199112
1068	8321	9207433
1069	9284	9216717
1070	9087	9225804
1071	8753	9234557
1072	7007	9241564
1073	8002	9249566
1074	8120	9257686
1075	7880	9265566
1076	7901	9273467
1077	7861	9281328
1078	8944	9290272
1079	8387	9298659
1080	7760	9306419
1081	7506	9313925
1082	6527	9320452
1083	6970	9327422
1084	7519	9334941
1085	8338	9343279
1086	7819	9351098
1087	7975	9359073
1088	8118	9367191
1089	8770	9375961
1090	8094	9384055
1091	8207	9392262
1092	7254	9399516
1093	8570	9408086
1094	7240	9415326
1095	6987	9422313
1096	7293	9429606
1097	7622	9437228
1098	7514	9444742
1099	8991	9453733
1100	9086	9462819
1101	9818	9472637
1102	7720	9480357
1103	6895	9487252
1104	8069	9495321
1105	6925	9502246
1106	7016	9509262
1107	6816	9516078
1108	7167	9523245
1109	6833	9530078
1110	6698	9536776
1111	7226	9544002
1112	6877	9550879
1113	6836	9557715
1114	7429	9565144
1115	7297	9572441
1116	6750	9579191
1117	7594	9586785
1118	7121	9593906
1119	6923	9600829
1120	9243	9610072
1121	11080	9621152
1122	9702	9630854
1123	9109	9639963
1124	7777	9647740
1125	7546	9655286
1126	6721	9662007
1127	7018	9669025
1128	7343	9676368
1129	6839	9683207
1130	6839	9690046
1131	8169	9698215
1132	8000	9706215
1133	6905	9713120
1134	6303	9719423
1135	13599	9733022
1136	7854	9740876
1137	7175	9748051
1138	8311	9756362
1139	6796	9763158
1140	6565	9769723
1141	6999	9776722
1142	6634	9783356
1143	13683	9797039
1144	7452	9804491
1145	7926	9812417
1146	7194	9819611
1147	6353	9825964
1148	6718	9832682
1149	7278	9839960
1150	7613	9847573
