ORDER	LATENCY	ABS
455	8912180	2184993557
456	8932586	2193926143
457	8950678	2202876821
458	8968651	2211845472
459	8990652	2220836124
460	9007577	2229843701
461	9022616	2238866317
462	9039214	2247905531
463	9056121	2256961652
464	9071494	2266033146
465	9088076	2275121222
466	9151656	2284272878
467	9156500	2293429378
468	9169703	2302599081
469	9183849	2311782930
470	9200809	2320983739
471	9217723	2330201462
472	9234620	2339436082
473	9249613	2348685695
474	9264362	2357950057
475	9280983	2367231040
476	9291977	2376523017
477	9321242	2385844259
478	9319248	2395163507
479	9329625	2404493132
480	9344652	2413837784
481	9356891	2423194675
482	9371170	2432565845
483	9387191	2441953036
484	9404131	2451357167
485	9422848	2460780015
486	9440092	2470220107
487	9456753	2479676860
488	9484400	2489161260
489	9510059	2498671319
490	9536479	2508207798
491	9560204	2517768002
492	9577029	2527345031
493	9601597	2536946628
494	9609520	2546556148
495	9623299	2556179447
496	9644381	2565823828
497	9655144	2575478972
498	9666565	2585145537
499	9683192	2594828729
500	9706164	2604534893
501	9723859	2614258752
502	9741484	2624000236
503	9767570	2633767806
504	9793692	2643561498
505	9814602	2653376100
506	9834471	2663210571
507	9849797	2673060368
508	9867512	2682927880
509	9886044	2692813924
510	9902464	2702716388
511	9919809	2712636197
512	9941919	2722578116
513	9964459	2732542575
514	9982987	2742525562
515	10003554	2752529116
516	10023929	2762553045
517	10049306	2772602351
518	10059027	2782661378
519	10077540	2792738918
520	10095653	2802834571
521	10115448	2812950019
522	10131319	2823081338
523	10148885	2833230223
524	10168854	2843399077
525	10192150	2853591227
526	10209208	2863800435
527	10282372	2874082807
528	10295723	2884378530
529	10311451	2894689981
530	10328396	2905018377
531	10346028	2915364405
532	10367576	2925731981
533	10384408	2936116389
534	10403109	2946519498
535	10421006	2956940504
536	10442870	2967383374
537	10471999	2977855373
538	10480480	2988335853
539	10566956	2998902809
540	10571366	3009474175
541	10578080	3020052255
542	10590903	3030643158
543	10610711	3041253869
544	10628319	3051882188
545	10647959	3062530147
546	10666891	3073197038
547	10687410	3083884448
548	10710971	3094595419
549	10729546	3105324965
550	10748917	3116073882
551	10767371	3126841253
552	10787669	3137628922
553	10806748	3148435670
554	10828172	3159263842
555	10847728	3170111570
556	10867229	3180978799
557	10881350	3191860149
558	10894160	3202754309
559	10905375	3213659684
560	10916931	3224576615
561	10939462	3235516077
562	10943421	3246459498
563	10955685	3257415183
564	10971352	3268386535
565	10987024	3279373559
566	11001891	3290375450
567	11016771	3301392221
568	11034123	3312426344
569	11046813	3323473157
570	11064110	3334537267
571	11080298	3345617565
572	11093625	3356711190
573	11108354	3367819544
574	11122866	3378942410
575	11145138	3390087548
576	11157380	3401244928
577	11169133	3412414061
578	11179667	3423593728
579	11187439	3434781167
580	11217941	3445999108
581	11216074	3457215182
582	11220951	3468436133
583	11226011	3479662144
584	11230450	3490892594
585	11238573	3502131167
586	11248633	3513379800
587	11257941	3524637741
588	11265525	3535903266
589	11273958	3547177224
590	11283800	3558461024
591	11295112	3569756136
592	11302418	3581058554
593	11312674	3592371228
594	11320733	3603691961
595	11329456	3615021417
596	11339415	3626360832
597	11347322	3637708154
598	11357353	3649065507
599	11366231	3660431738
600	11374273	3671806011
601	11384533	3683190544
602	11393145	3694583689
603	11402640	3705986329
604	11425753	3717412082
605	11442479	3728854561
606	11457521	3740312082
607	11472718	3751784800
608	11487622	3763272422
609	11502675	3774775097
610	11518353	3786293450
611	11532647	3797826097
612	11546213	3809372310
613	11560594	3820932904
614	11575639	3832508543
615	11593823	3844102366
616	11607213	3855709579
617	11621345	3867330924
618	11638621	3878969545
619	11650885	3890620430
620	11669407	3902289837
621	11678902	3913968739
622	11683097	3925651836
623	11692069	3937343905
624	11699939	3949043844
625	11717076	3960760920
626	11721442	3972482362
627	11724474	3984206836
628	11736926	3995943762
629	11752382	4007696144
630	11754345	4019450489
631	11758441	4031208930
632	11767430	4042976360
633	11779621	4054755981
634	11788168	4066544149
635	11797592	4078341741
636	11808141	4090149882
637	11819571	4101969453
638	11827317	4113796770
639	11836517	4125633287
640	11845081	4137478368
641	11853012	4149331380
642	11863422	4161194802
643	11871905	4173066707
644	11882867	4184949574
645	11892780	4196842354
646	11903504	4208745858
647	11912250	4220658108
648	11941663	4232599771
649	11939437	4244539208
650	11940209	4256479417
651	11948535	4268427952
652	11957910	4280385862
653	11967412	4292353274
654	11976411	4304329685
655	11984550	4316314235
656	11995625	4328309860
657	12002538	4340312398
658	12009888	4352322286
659	12018473	4364340759
660	12028251	4376369010
661	12037564	4388406574
662	12052540	4400459114
663	12062969	4412522083
664	12076921	4424599004
665	12087602	4436686606
666	12098052	4448784658
667	12103749	4460888407
668	12114373	4473002780
669	12121732	4485124512
670	12114596	4497239108
671	12124421	4509363529
672	12137409	4521500938
673	12140983	4533641921
674	12147018	4545788939
675	12158783	4557947722
676	12167758	4570115480
677	12174924	4582290404
678	12183251	4594473655
679	12190976	4606664631
680	12199995	4618864626
681	12209606	4631074232
682	12223669	4643297901
683	12234501	4655532402
684	12251786	4667784188
685	12263503	4680047691
686	12271355	4692319046
687	12279795	4704598841
688	12290201	4716889042
689	12299211	4729188253
690	12391414	4741579667
691	12389436	4753969103
692	12387473	4766356576
693	12385487	4778742063
694	12383501	4791125564
695	12381550	4803507114
696	12379396	4815886510
697	12377398	4828263908
698	12375142	4840639050
699	12378772	4853017822
700	12384388	4865402210
701	12398948	4877801158
702	12403972	4890205130
703	12405491	4902610621
704	12417601	4915028222
705	12424835	4927453057
706	12432155	4939885212
707	12441169	4952326381
708	12463266	4964789647
709	12484846	4977274493
710	12502046	4989776539
711	12525856	5002302395
712	12542389	5014844784
713	12559811	5027404595
714	12579044	5039983639
715	12593537	5052577176
716	12610135	5065187311
717	12628923	5077816234
718	12646270	5090462504
719	12667124	5103129628
720	12697406	5115827034
721	12715441	5128542475
722	12730857	5141273332
723	12755761	5154029093
724	12773298	5166802391
725	12791390	5179593781
726	12812994	5192406775
727	12835385	5205242160
